UserID, General Type of Interaction, Time, Specific Type of Interaction, Seated or Standing Mode, Stage movement, stage rotation and scaling, session number 
3264354534,triggerInteraction,26.2344,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,26.39062,grabObjectFromLibrary,seated,free,touchpads,1
3264354534,triggerInteraction,26.77404,touchpadMoveObject,seated,free,touchpads,1
3264354534,navigation,28.22996,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,28.78196,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,29.21535,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,29.61323,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,30.05518,touchpadRotateStage,seated,free,touchpads,1
3264354534,triggerInteraction,33.69262,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,34.12326,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,36.52903,stage,seated,free,touchpads,1
3264354534,triggerInteraction,36.86116,touchpadMoveObject,seated,free,touchpads,1
3264354534,navigation,36.99421,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,37.38074,touchpadScaleStage,seated,free,touchpads,1
3264354534,triggerInteraction,37.40296,stage,seated,free,touchpads,1
3264354534,triggerInteraction,37.83371,touchpadMoveObject,seated,free,touchpads,1
3264354534,navigation,38.40696,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,38.71607,touchpadRotateStage,seated,free,touchpads,1
3264354534,triggerInteraction,41.88612,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,42.04617,grabObjectFromLibrary,seated,free,touchpads,1
3264354534,triggerInteraction,42.26225,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,44.46083,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,45.1242,nonUniformScaleHandle,seated,free,touchpads,1
3264354534,triggerInteraction,46.57022,stage,seated,free,touchpads,1
3264354534,triggerInteraction,46.80241,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,47.23338,touchpadMoveObject,seated,free,touchpads,1
3264354534,navigation,47.91721,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,48.2828,touchpadRotateStage,seated,free,touchpads,1
3264354534,triggerInteraction,49.47435,nonUniformScaleHandle,seated,free,touchpads,1
3264354534,triggerInteraction,51.01427,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,51.01427,duplicateObject,seated,free,touchpads,1
3264354534,triggerInteraction,52.25607,RotationHandle,seated,free,touchpads,1
3264354534,triggerInteraction,54.04092,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,54.22835,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,56.43548,stage,seated,free,touchpads,1
3264354534,triggerInteraction,58.13847,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,59.08411,stage,seated,free,touchpads,1
3264354534,triggerInteraction,59.43763,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,59.97953,stage,seated,free,touchpads,1
3264354534,triggerInteraction,60.05675,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,60.41606,stage,seated,free,touchpads,1
3264354534,triggerInteraction,60.6921,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,61.3442,stage,seated,free,touchpads,1
3264354534,triggerInteraction,62.13916,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,63.6749,stage,seated,free,touchpads,1
3264354534,triggerInteraction,63.97267,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,64.51247,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,65.40405,stage,seated,free,touchpads,1
3264354534,triggerInteraction,70.47986,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,71.8584,triggerOnObject,seated,free,touchpads,1
3264354534,navigation,75.77785,touchpadRotateStage,seated,free,touchpads,1
3264354534,triggerInteraction,76.29611,stage,seated,free,touchpads,1
3264354534,triggerInteraction,76.74502,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,79.02248,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,79.61944,triggerNoTarget,seated,free,touchpads,1
3264354534,triggerInteraction,79.95136,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,80.26072,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,83.68263,stage,seated,free,touchpads,1
3264354534,triggerInteraction,84.00355,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,84.9977,stage,seated,free,touchpads,1
3264354534,triggerInteraction,87.0845,stage,seated,free,touchpads,1
3264354534,triggerInteraction,88.08894,stage,seated,free,touchpads,1
3264354534,triggerInteraction,88.90484,stage,seated,free,touchpads,1
3264354534,triggerInteraction,89.48959,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,90.52673,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,90.8885,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,92.10447,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,93.86401,nonUniformScaleHandle,seated,free,touchpads,1
3264354534,triggerInteraction,94.91961,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,94.91961,duplicateObject,seated,free,touchpads,1
3264354534,triggerInteraction,99.9664,uiElement,seated,free,touchpads,1
3264354534,triggerInteraction,100.5521,duplicateObjectUI,seated,free,touchpads,1
3264354534,triggerInteraction,100.5521,uiElement,seated,free,touchpads,1
3264354534,triggerInteraction,101.2665,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,103.0987,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,104.47,uiElement,seated,free,touchpads,1
3264354534,triggerInteraction,104.6466,duplicateObjectUI,seated,free,touchpads,1
3264354534,triggerInteraction,104.6466,uiElement,seated,free,touchpads,1
3264354534,triggerInteraction,105.4854,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,106.563,triggerOnObject,seated,free,touchpads,1
3264354534,triggerInteraction,107.0096,touchpadMoveObject,seated,free,touchpads,1
3264354534,triggerInteraction,107.6841,triggerOnObject,seated,free,touchpads,1
3264354534,navigation,108.9423,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,109.326,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,109.745,touchpadScaleStage,seated,free,touchpads,1
3264354534,navigation,110.3967,touchpadScaleStage,seated,free,touchpads,1
3264354534,navigation,110.7614,touchpadScaleStage,seated,free,touchpads,1
3264354534,navigation,112.3074,touchpadRotateStage,seated,free,touchpads,1
3264354534,navigation,112.6594,touchpadRotateStage,seated,free,touchpads,1
